dataset,rank,window_index,source_file,segment_idx,start,end,y_true,reconstruction_mae,threshold,top_feature_index,top_feature,top_feature_error,stride_category,alert_message
HAI,16,2028962,end-test2.csv,16,198501,198511,0,0.09199889004230499,0.014070019125938416,323,DM-LCV01-Z,2.282160997390747,Tampering,HAI | Window 2028962 | High reconstruction error on 'DM-LCV01-Z' (2.282161) -> Potential Tampering
HAI,17,2028961,end-test2.csv,16,198500,198510,0,0.09179862588644028,0.014070019125938416,323,DM-LCV01-Z,2.282181978225708,Tampering,HAI | Window 2028961 | High reconstruction error on 'DM-LCV01-Z' (2.282182) -> Potential Tampering
HAI,18,2028960,end-test2.csv,16,198499,198509,0,0.09162251651287079,0.014070019125938416,323,DM-LCV01-Z,2.282198429107666,Tampering,HAI | Window 2028960 | High reconstruction error on 'DM-LCV01-Z' (2.282198) -> Potential Tampering
HAI,19,2028972,end-test2.csv,16,198511,198521,0,0.09155023843050003,0.014070019125938416,323,DM-LCV01-Z,2.282392740249634,Tampering,HAI | Window 2028972 | High reconstruction error on 'DM-LCV01-Z' (2.282393) -> Potential Tampering
HAI,20,2028959,end-test2.csv,16,198498,198508,0,0.09145692735910416,0.014070019125938416,323,DM-LCV01-Z,2.2822113037109375,Tampering,HAI | Window 2028959 | High reconstruction error on 'DM-LCV01-Z' (2.282211) -> Potential Tampering
HAI,21,2028958,end-test2.csv,16,198497,198507,0,0.09128472954034805,0.014070019125938416,323,DM-LCV01-Z,2.2822234630584717,Tampering,HAI | Window 2028958 | High reconstruction error on 'DM-LCV01-Z' (2.282223) -> Potential Tampering
HAI,22,2028957,end-test2.csv,16,198496,198506,0,0.09110062569379807,0.014070019125938416,323,DM-LCV01-Z,2.282210111618042,Tampering,HAI | Window 2028957 | High reconstruction error on 'DM-LCV01-Z' (2.282210) -> Potential Tampering
HAI,23,2028956,end-test2.csv,16,198495,198505,0,0.09089083224534988,0.014070019125938416,323,DM-LCV01-Z,2.2821853160858154,Tampering,HAI | Window 2028956 | High reconstruction error on 'DM-LCV01-Z' (2.282185) -> Potential Tampering
HAI,24,2028955,end-test2.csv,16,198494,198504,0,0.09067291021347046,0.014070019125938416,323,DM-LCV01-Z,2.2818827629089355,Tampering,HAI | Window 2028955 | High reconstruction error on 'DM-LCV01-Z' (2.281883) -> Potential Tampering
HAI,25,2028973,end-test2.csv,16,198512,198522,0,0.09058955311775208,0.014070019125938416,323,DM-LCV01-Z,2.2757389545440674,Tampering,HAI | Window 2028973 | High reconstruction error on 'DM-LCV01-Z' (2.275739) -> Potential Tampering
HAI,26,2028954,end-test2.csv,16,198493,198503,0,0.09046009927988052,0.014070019125938416,323,DM-LCV01-Z,2.2815372943878174,Tampering,HAI | Window 2028954 | High reconstruction error on 'DM-LCV01-Z' (2.281537) -> Potential Tampering
HAI,27,2028953,end-test2.csv,16,198492,198502,0,0.09026341885328293,0.014070019125938416,323,DM-LCV01-Z,2.2812511920928955,Tampering,HAI | Window 2028953 | High reconstruction error on 'DM-LCV01-Z' (2.281251) -> Potential Tampering
HAI,28,2028952,end-test2.csv,16,198491,198501,0,0.09004423767328262,0.014070019125938416,323,DM-LCV01-Z,2.2809624671936035,Tampering,HAI | Window 2028952 | High reconstruction error on 'DM-LCV01-Z' (2.280962) -> Potential Tampering
HAI,29,2028951,end-test2.csv,16,198490,198500,0,0.08983414620161057,0.014070019125938416,323,DM-LCV01-Z,2.280679225921631,Tampering,HAI | Window 2028951 | High reconstruction error on 'DM-LCV01-Z' (2.280679) -> Potential Tampering
HAI,30,2028950,end-test2.csv,16,198489,198499,0,0.08960702270269394,0.014070019125938416,323,DM-LCV01-Z,2.2801787853240967,Tampering,HAI | Window 2028950 | High reconstruction error on 'DM-LCV01-Z' (2.280179) -> Potential Tampering
HAI,31,2028949,end-test2.csv,16,198488,198498,0,0.08933050185441971,0.014070019125938416,323,DM-LCV01-Z,2.275942802429199,Tampering,HAI | Window 2028949 | High reconstruction error on 'DM-LCV01-Z' (2.275943) -> Potential Tampering
HAI,32,2028974,end-test2.csv,16,198513,198523,0,0.08907441794872284,0.014070019125938416,323,DM-LCV01-Z,2.263457775115967,Tampering,HAI | Window 2028974 | High reconstruction error on 'DM-LCV01-Z' (2.263458) -> Potential Tampering
HAI,33,2028948,end-test2.csv,16,198487,198497,0,0.08902064710855484,0.014070019125938416,271,1002.21-OUT,2.269777536392212,Tampering,HAI | Window 2028948 | High reconstruction error on '1002.21-OUT' (2.269778) -> Potential Tampering
HAI,34,681760,test3.csv,4,75194,75204,1,0.08883342891931534,0.014070019125938416,57,P2_VXT03,5.026428699493408,Tampering,HAI | Window 681760 | High reconstruction error on 'P2_VXT03' (5.026429) -> Potential Tampering
HAI,35,2028947,end-test2.csv,16,198486,198496,0,0.08868218958377838,0.014070019125938416,271,1002.21-OUT,2.2669663429260254,Tampering,HAI | Window 2028947 | High reconstruction error on '1002.21-OUT' (2.266966) -> Potential Tampering
HAI,36,2028946,end-test2.csv,16,198485,198495,0,0.08831775933504105,0.014070019125938416,271,1002.21-OUT,2.261352062225342,Tampering,HAI | Window 2028946 | High reconstruction error on '1002.21-OUT' (2.261352) -> Potential Tampering
HAI,37,2028945,end-test2.csv,16,198484,198494,0,0.08789210766553879,0.014070019125938416,271,1002.21-OUT,2.2533352375030518,Tampering,HAI | Window 2028945 | High reconstruction error on '1002.21-OUT' (2.253335) -> Potential Tampering
HAI,38,2028944,end-test2.csv,16,198483,198493,0,0.08743622153997421,0.014070019125938416,271,1002.21-OUT,2.2435247898101807,Tampering,HAI | Window 2028944 | High reconstruction error on '1002.21-OUT' (2.243525) -> Potential Tampering
HAI,39,2028975,end-test2.csv,16,198514,198524,0,0.08728351444005966,0.014070019125938416,323,DM-LCV01-Z,2.2461562156677246,Tampering,HAI | Window 2028975 | High reconstruction error on 'DM-LCV01-Z' (2.246156) -> Potential Tampering
HAI,40,2028943,end-test2.csv,16,198482,198492,0,0.08697143197059631,0.014070019125938416,271,1002.21-OUT,2.23089599609375,Tampering,HAI | Window 2028943 | High reconstruction error on '1002.21-OUT' (2.230896) -> Potential Tampering
HAI,41,2028544,end-test2.csv,16,198083,198093,0,0.08689715713262558,0.014070019125938416,323,DM-LCV01-Z,2.2843616008758545,Tampering,HAI | Window 2028544 | High reconstruction error on 'DM-LCV01-Z' (2.284362) -> Potential Tampering
HAI,42,2028545,end-test2.csv,16,198084,198094,0,0.08672840893268585,0.014070019125938416,323,DM-LCV01-Z,2.284700870513916,Tampering,HAI | Window 2028545 | High reconstruction error on 'DM-LCV01-Z' (2.284701) -> Potential Tampering
HAI,43,2028543,end-test2.csv,16,198082,198092,0,0.08659142255783081,0.014070019125938416,323,DM-LCV01-Z,2.284385919570923,Tampering,HAI | Window 2028543 | High reconstruction error on 'DM-LCV01-Z' (2.284386) -> Potential Tampering
HAI,44,2028942,end-test2.csv,16,198481,198491,0,0.08649364858865738,0.014070019125938416,271,1002.21-OUT,2.2194788455963135,Tampering,HAI | Window 2028942 | High reconstruction error on '1002.21-OUT' (2.219479) -> Potential Tampering
HAI,45,2028546,end-test2.csv,16,198085,198095,0,0.08643455058336258,0.014070019125938416,323,DM-LCV01-Z,2.285130739212036,Tampering,HAI | Window 2028546 | High reconstruction error on 'DM-LCV01-Z' (2.285131) -> Potential Tampering
HAI,46,2028542,end-test2.csv,16,198081,198091,0,0.08631229400634766,0.014070019125938416,323,DM-LCV01-Z,2.28440523147583,Tampering,HAI | Window 2028542 | High reconstruction error on 'DM-LCV01-Z' (2.284405) -> Potential Tampering
HAI,47,2028541,end-test2.csv,16,198080,198090,0,0.08603855967521667,0.014070019125938416,323,DM-LCV01-Z,2.28442645072937,Tampering,HAI | Window 2028541 | High reconstruction error on 'DM-LCV01-Z' (2.284426) -> Potential Tampering
HAI,48,2028941,end-test2.csv,16,198480,198490,0,0.08594527840614319,0.014070019125938416,271,1002.21-OUT,2.203701972961426,Tampering,HAI | Window 2028941 | High reconstruction error on '1002.21-OUT' (2.203702) -> Potential Tampering
HAI,49,2028547,end-test2.csv,16,198086,198096,0,0.0858752503991127,0.014070019125938416,323,DM-LCV01-Z,2.2856669425964355,Tampering,HAI | Window 2028547 | High reconstruction error on 'DM-LCV01-Z' (2.285667) -> Potential Tampering
HAI,50,2028540,end-test2.csv,16,198079,198089,0,0.08576485514640808,0.014070019125938416,323,DM-LCV01-Z,2.2844479084014893,Tampering,HAI | Window 2028540 | High reconstruction error on 'DM-LCV01-Z' (2.284448) -> Potential Tampering
HAI,51,798756,test5.csv,6,44606,44616,1,0.08561919629573822,0.014070019125938416,57,P2_VXT03,5.380375862121582,Tampering,HAI | Window 798756 | High reconstruction error on 'P2_VXT03' (5.380376) -> Potential Tampering
HAI,52,2028539,end-test2.csv,16,198078,198088,0,0.08549929410219193,0.014070019125938416,323,DM-LCV01-Z,2.2844643592834473,Tampering,HAI | Window 2028539 | High reconstruction error on 'DM-LCV01-Z' (2.284464) -> Potential Tampering
HAI,53,2028940,end-test2.csv,16,198479,198489,0,0.08536883443593979,0.014070019125938416,271,1002.21-OUT,2.1855757236480713,Tampering,HAI | Window 2028940 | High reconstruction error on '1002.21-OUT' (2.185576) -> Potential Tampering
HAI,54,490633,test2.csv,3,2859,2869,1,0.08525090664625168,0.014070019125938416,57,P2_VXT03,3.9527440071105957,Tampering,HAI | Window 490633 | High reconstruction error on 'P2_VXT03' (3.952744) -> Potential Tampering
HAI,55,2028538,end-test2.csv,16,198077,198087,0,0.08522459119558334,0.014070019125938416,323,DM-LCV01-Z,2.2845005989074707,Tampering,HAI | Window 2028538 | High reconstruction error on 'DM-LCV01-Z' (2.284501) -> Potential Tampering
HAI,56,2028976,end-test2.csv,16,198515,198525,0,0.08521976321935654,0.014070019125938416,323,DM-LCV01-Z,2.2241828441619873,Tampering,HAI | Window 2028976 | High reconstruction error on 'DM-LCV01-Z' (2.224183) -> Potential Tampering
HAI,57,2028548,end-test2.csv,16,198087,198097,0,0.08504783362150192,0.014070019125938416,323,DM-LCV01-Z,2.284482955932617,Tampering,HAI | Window 2028548 | High reconstruction error on 'DM-LCV01-Z' (2.284483) -> Potential Tampering
HAI,58,2028537,end-test2.csv,16,198076,198086,0,0.08496485650539398,0.014070019125938416,323,DM-LCV01-Z,2.2845184803009033,Tampering,HAI | Window 2028537 | High reconstruction error on 'DM-LCV01-Z' (2.284518) -> Potential Tampering
HAI,59,2029378,end-test2.csv,16,198917,198927,0,0.0848257914185524,0.014070019125938416,319,DM-FT01,2.1444170475006104,Tampering,HAI | Window 2029378 | High reconstruction error on 'DM-FT01' (2.144417) -> Potential Tampering
HAI,60,2028939,end-test2.csv,16,198478,198488,0,0.0848124772310257,0.014070019125938416,271,1002.21-OUT,2.1689770221710205,Tampering,HAI | Window 2028939 | High reconstruction error on '1002.21-OUT' (2.168977) -> Potential Tampering
HAI,61,2029379,end-test2.csv,16,198918,198928,0,0.0847574844956398,0.014070019125938416,319,DM-FT01,2.146070957183838,Tampering,HAI | Window 2029379 | High reconstruction error on 'DM-FT01' (2.146071) -> Potential Tampering
HAI,62,2028536,end-test2.csv,16,198075,198085,0,0.08470085263252258,0.014070019125938416,323,DM-LCV01-Z,2.284538984298706,Tampering,HAI | Window 2028536 | High reconstruction error on 'DM-LCV01-Z' (2.284539) -> Potential Tampering
HAI,63,2029380,end-test2.csv,16,198919,198929,0,0.0845460593700409,0.014070019125938416,319,DM-FT01,2.146514415740967,Tampering,HAI | Window 2029380 | High reconstruction error on 'DM-FT01' (2.146514) -> Potential Tampering
HAI,64,2028535,end-test2.csv,16,198074,198084,0,0.08441714197397232,0.014070019125938416,323,DM-LCV01-Z,2.284559965133667,Tampering,HAI | Window 2028535 | High reconstruction error on 'DM-LCV01-Z' (2.284560) -> Potential Tampering
HAI,65,2028938,end-test2.csv,16,198477,198487,0,0.08423802256584167,0.014070019125938416,271,1002.21-OUT,2.1500866413116455,Tampering,HAI | Window 2028938 | High reconstruction error on '1002.21-OUT' (2.150087) -> Potential Tampering
HAI,66,2029377,end-test2.csv,16,198916,198926,0,0.08414504677057266,0.014070019125938416,319,DM-FT01,2.14284610748291,Tampering,HAI | Window 2029377 | High reconstruction error on 'DM-FT01' (2.142846) -> Potential Tampering
HAI,67,2028534,end-test2.csv,16,198073,198083,0,0.08413299173116684,0.014070019125938416,323,DM-LCV01-Z,2.2845120429992676,Tampering,HAI | Window 2028534 | High reconstruction error on 'DM-LCV01-Z' (2.284512) -> Potential Tampering
HAI,68,2029381,end-test2.csv,16,198920,198930,0,0.08406190574169159,0.014070019125938416,319,DM-FT01,2.1456942558288574,Tampering,HAI | Window 2029381 | High reconstruction error on 'DM-FT01' (2.145694) -> Potential Tampering
HAI,69,2028549,end-test2.csv,16,198088,198098,0,0.0839124247431755,0.014070019125938416,323,DM-LCV01-Z,2.2778823375701904,Tampering,HAI | Window 2028549 | High reconstruction error on 'DM-LCV01-Z' (2.277882) -> Potential Tampering
HAI,70,2028533,end-test2.csv,16,198072,198082,0,0.08384701609611511,0.014070019125938416,323,DM-LCV01-Z,2.2845001220703125,Tampering,HAI | Window 2028533 | High reconstruction error on 'DM-LCV01-Z' (2.284500) -> Potential Tampering
HAI,71,2028937,end-test2.csv,16,198476,198486,0,0.08366362750530243,0.014070019125938416,271,1002.21-OUT,2.1314353942871094,Tampering,HAI | Window 2028937 | High reconstruction error on '1002.21-OUT' (2.131435) -> Potential Tampering
HAI,72,2028532,end-test2.csv,16,198071,198081,0,0.0835297554731369,0.014070019125938416,323,DM-LCV01-Z,2.2844927310943604,Tampering,HAI | Window 2028532 | High reconstruction error on 'DM-LCV01-Z' (2.284493) -> Potential Tampering
HAI,73,2029376,end-test2.csv,16,198915,198925,0,0.08343788981437683,0.014070019125938416,319,DM-FT01,2.14196515083313,Tampering,HAI | Window 2029376 | High reconstruction error on 'DM-FT01' (2.141965) -> Potential Tampering
HAI,74,2029382,end-test2.csv,16,198921,198931,0,0.08324741572141647,0.014070019125938416,319,DM-FT01,2.146458148956299,Tampering,HAI | Window 2029382 | High reconstruction error on 'DM-FT01' (2.146458) -> Potential Tampering
HAI,75,2028531,end-test2.csv,16,198070,198080,0,0.08319278806447983,0.014070019125938416,323,DM-LCV01-Z,2.284405469894409,Tampering,HAI | Window 2028531 | High reconstruction error on 'DM-LCV01-Z' (2.284405) -> Potential Tampering
HAI,76,2028936,end-test2.csv,16,198475,198485,0,0.08309665322303772,0.014070019125938416,271,1002.21-OUT,2.115259885787964,Tampering,HAI | Window 2028936 | High reconstruction error on '1002.21-OUT' (2.115260) -> Potential Tampering
HAI,77,2028977,end-test2.csv,16,198516,198526,0,0.08302333205938339,0.014070019125938416,323,DM-LCV01-Z,2.198800802230835,Tampering,HAI | Window 2028977 | High reconstruction error on 'DM-LCV01-Z' (2.198801) -> Potential Tampering
HAI,78,2028530,end-test2.csv,16,198069,198079,0,0.08286765217781067,0.014070019125938416,323,DM-LCV01-Z,2.2842049598693848,Tampering,HAI | Window 2028530 | High reconstruction error on 'DM-LCV01-Z' (2.284205) -> Potential Tampering
HAI,79,2029375,end-test2.csv,16,198914,198924,0,0.08273721486330032,0.014070019125938416,319,DM-FT01,2.1414694786071777,Tampering,HAI | Window 2029375 | High reconstruction error on 'DM-FT01' (2.141469) -> Potential Tampering
HAI,80,2028935,end-test2.csv,16,198474,198484,0,0.08255850523710251,0.014070019125938416,271,1002.21-OUT,2.098602771759033,Tampering,HAI | Window 2028935 | High reconstruction error on '1002.21-OUT' (2.098603) -> Potential Tampering
HAI,81,2028529,end-test2.csv,16,198068,198078,0,0.08253780752420425,0.014070019125938416,323,DM-LCV01-Z,2.2806332111358643,Tampering,HAI | Window 2028529 | High reconstruction error on 'DM-LCV01-Z' (2.280633) -> Potential Tampering
HAI,82,2028528,end-test2.csv,16,198067,198077,0,0.08219275623559952,0.014070019125938416,323,DM-LCV01-Z,2.2749271392822266,Tampering,HAI | Window 2028528 | High reconstruction error on 'DM-LCV01-Z' (2.274927) -> Potential Tampering
HAI,83,2028550,end-test2.csv,16,198089,198099,0,0.0821707546710968,0.014070019125938416,323,DM-LCV01-Z,2.265505790710449,Tampering,HAI | Window 2028550 | High reconstruction error on 'DM-LCV01-Z' (2.265506) -> Potential Tampering
HAI,84,2029374,end-test2.csv,16,198913,198923,0,0.0821659192442894,0.014070019125938416,319,DM-FT01,2.1434245109558105,Tampering,HAI | Window 2029374 | High reconstruction error on 'DM-FT01' (2.143425) -> Potential Tampering
HAI,85,2028934,end-test2.csv,16,198473,198483,0,0.08203364908695221,0.014070019125938416,271,1002.21-OUT,2.0827364921569824,Tampering,HAI | Window 2028934 | High reconstruction error on '1002.21-OUT' (2.082736) -> Potential Tampering
HAI,86,2028527,end-test2.csv,16,198066,198076,0,0.08180977404117584,0.014070019125938416,323,DM-LCV01-Z,2.2691805362701416,Tampering,HAI | Window 2028527 | High reconstruction error on 'DM-LCV01-Z' (2.269181) -> Potential Tampering
HAI,87,2029383,end-test2.csv,16,198922,198932,0,0.08178814500570297,0.014070019125938416,319,DM-FT01,2.1466078758239746,Tampering,HAI | Window 2029383 | High reconstruction error on 'DM-FT01' (2.146608) -> Potential Tampering
HAI,88,2029373,end-test2.csv,16,198912,198922,0,0.08156952261924744,0.014070019125938416,319,DM-FT01,2.142133951187134,Tampering,HAI | Window 2029373 | High reconstruction error on 'DM-FT01' (2.142134) -> Potential Tampering
HAI,89,2028933,end-test2.csv,16,198472,198482,0,0.08151606470346451,0.014070019125938416,273,1002.31-OUT,2.0705819129943848,Tampering,HAI | Window 2028933 | High reconstruction error on '1002.31-OUT' (2.070582) -> Potential Tampering
HAI,90,2028526,end-test2.csv,16,198065,198075,0,0.0814044401049614,0.014070019125938416,271,1002.21-OUT,2.2671656608581543,Tampering,HAI | Window 2028526 | High reconstruction error on '1002.21-OUT' (2.267166) -> Potential Tampering
HAI,91,2029372,end-test2.csv,16,198911,198921,0,0.08096786588430405,0.014070019125938416,319,DM-FT01,2.1393091678619385,Tampering,HAI | Window 2029372 | High reconstruction error on 'DM-FT01' (2.139309) -> Potential Tampering
HAI,92,2028525,end-test2.csv,16,198064,198074,0,0.0809587612748146,0.014070019125938416,271,1002.21-OUT,2.2625269889831543,Tampering,HAI | Window 2028525 | High reconstruction error on '1002.21-OUT' (2.262527) -> Potential Tampering
HAI,93,2028932,end-test2.csv,16,198471,198481,0,0.08095701038837433,0.014070019125938416,271,1002.21-OUT,2.0542356967926025,Tampering,HAI | Window 2028932 | High reconstruction error on '1002.21-OUT' (2.054236) -> Potential Tampering
HAI,94,2028978,end-test2.csv,16,198517,198527,0,0.08069759607315063,0.014070019125938416,323,DM-LCV01-Z,2.1720633506774902,Tampering,HAI | Window 2028978 | High reconstruction error on 'DM-LCV01-Z' (2.172063) -> Potential Tampering
HAI,95,2028524,end-test2.csv,16,198063,198073,0,0.08047594875097275,0.014070019125938416,271,1002.21-OUT,2.2555816173553467,Tampering,HAI | Window 2028524 | High reconstruction error on '1002.21-OUT' (2.255582) -> Potential Tampering
HAI,96,2028931,end-test2.csv,16,198470,198480,0,0.08047457039356232,0.014070019125938416,271,1002.21-OUT,2.0435516834259033,Tampering,HAI | Window 2028931 | High reconstruction error on '1002.21-OUT' (2.043552) -> Potential Tampering
HAI,97,2029371,end-test2.csv,16,198910,198920,0,0.0803648829460144,0.014070019125938416,319,DM-FT01,2.136378765106201,Tampering,HAI | Window 2029371 | High reconstruction error on 'DM-FT01' (2.136379) -> Potential Tampering
HAI,98,2028551,end-test2.csv,16,198090,198100,0,0.0800916776061058,0.014070019125938416,323,DM-LCV01-Z,2.248267889022827,Tampering,HAI | Window 2028551 | High reconstruction error on 'DM-LCV01-Z' (2.248268) -> Potential Tampering
HAI,99,2028930,end-test2.csv,16,198469,198479,0,0.07999479025602341,0.014070019125938416,271,1002.21-OUT,2.0341684818267822,Tampering,HAI | Window 2028930 | High reconstruction error on '1002.21-OUT' (2.034168) -> Potential Tampering
HAI,100,2029384,end-test2.csv,16,198923,198933,0,0.0799873024225235,0.014070019125938416,319,DM-FT01,2.1508469581604004,Tampering,HAI | Window 2029384 | High reconstruction error on 'DM-FT01' (2.150847) -> Potential Tampering
